"Country or Area","Year(s)","Variant","Value"
"Iran (Islamic Republic of)","2045","Constant mortality","93689.23"
"Iran (Islamic Republic of)","2045","No change","93953.755"
"Iran (Islamic Republic of)","2045","Momentum","101047.282"
"Iran (Islamic Republic of)","2045","Instant replacement zero migration","105399.886"
"Iran (Islamic Republic of)","2045","Median PI","97981"
"Iran (Islamic Republic of)","2045","Upper 80 PI","101458.122"
"Iran (Islamic Republic of)","2045","Lower 80 PI","94537.013"
"Iran (Islamic Republic of)","2045","Upper 95 PI","103326.324"
"Iran (Islamic Republic of)","2045","Lower 95 PI","92875.795"
"Iran (Islamic Republic of)","2044","Medium","97706.793"
"Iran (Islamic Republic of)","2044","High","103785.352"
"Iran (Islamic Republic of)","2044","Low","91799.142"
"Iran (Islamic Republic of)","2044","Constant fertility","97998.53"
"Iran (Islamic Republic of)","2044","Instant replacement","103626.754"
"Iran (Islamic Republic of)","2044","Zero migration","98802.728"
"Iran (Islamic Republic of)","2044","Constant mortality","93692.178"
"Iran (Islamic Republic of)","2044","No change","93981.761"
"Iran (Islamic Republic of)","2044","Momentum","100708.856"
"Iran (Islamic Republic of)","2044","Instant replacement zero migration","104777.811"
"Iran (Islamic Republic of)","2044","Median PI","97706.794"
"Iran (Islamic Republic of)","2044","Upper 80 PI","101000.57"
"Iran (Islamic Republic of)","2044","Lower 80 PI","94458.088"
"Iran (Islamic Republic of)","2044","Upper 95 PI","102712.862"
"Iran (Islamic Republic of)","2044","Lower 95 PI","92973.476"
"Iran (Islamic Republic of)","2043","Medium","97421.494"
"Iran (Islamic Republic of)","2043","High","103195.173"
"Iran (Islamic Republic of)","2043","Low","91841.761"
"Iran (Islamic Republic of)","2043","Constant fertility","97727.78"
"Iran (Islamic Republic of)","2043","Instant replacement","103058.681"
"Iran (Islamic Republic of)","2043","Zero migration","98462.398"
"Iran (Islamic Republic of)","2043","Constant mortality","93676.122"
"Iran (Islamic Republic of)","2043","No change","93980.265"
"Iran (Islamic Republic of)","2043","Momentum","100356.683"
"Iran (Islamic Republic of)","2043","Instant replacement zero migration","104150.407"
"Iran (Islamic Republic of)","2043","Median PI","97421.494"
"Iran (Islamic Republic of)","2043","Upper 80 PI","100545.193"
"Iran (Islamic Republic of)","2043","Lower 80 PI","94389.882"
"Iran (Islamic Republic of)","2043","Upper 95 PI","102120.199"
"Iran (Islamic Republic of)","2043","Lower 95 PI","93003.068"
"Iran (Islamic Republic of)","2042","Medium","97127.583"
"Iran (Islamic Republic of)","2042","High","102594.61"
"Iran (Islamic Republic of)","2042","Low","91871.829"
"Iran (Islamic Republic of)","2042","Constant fertility","97437.789"
"Iran (Islamic Republic of)","2042","Instant replacement","102487.634"
"Iran (Islamic Republic of)","2042","Zero migration","98113.767"
"Iran (Islamic Republic of)","2042","Constant mortality","93643.39"
"Iran (Islamic Republic of)","2042","No change","93951.521"
"Iran (Islamic Republic of)","2042","Momentum","99993.386"
"Iran (Islamic Republic of)","2042","Instant replacement zero migration","103520.447"
"Iran (Islamic Republic of)","2042","Median PI","97127.583"
"Iran (Islamic Republic of)","2042","Upper 80 PI","100069.347"
"Iran (Islamic Republic of)","2042","Lower 80 PI","94305.278"
"Iran (Islamic Republic of)","2042","Upper 95 PI","101546.659"
"Iran (Islamic Republic of)","2042","Lower 95 PI","93010.987"
"Iran (Islamic Republic of)","2041","Medium","96826.532"
"Iran (Islamic Republic of)","2041","High","101982.779"
"Iran (Islamic Republic of)","2041","Low","91890.606"
"Iran (Islamic Republic of)","2041","Constant fertility","97130.372"
"Iran (Islamic Republic of)","2041","Instant replacement","101914.742"
"Iran (Islamic Republic of)","2041","Zero migration","97758.351"
"Iran (Islamic Republic of)","2041","Constant mortality","93595.55"
"Iran (Islamic Republic of)","2041","No change","93897.443"
"Iran (Islamic Republic of)","2041","Momentum","99620.231"
"Iran (Islamic Republic of)","2041","Instant replacement zero migration","102889.103"
"Iran (Islamic Republic of)","2041","Median PI","96826.532"
"Iran (Islamic Republic of)","2041","Upper 80 PI","99611.32"
"Iran (Islamic Republic of)","2041","Lower 80 PI","94182.539"
"Iran (Islamic Republic of)","2041","Upper 95 PI","101007.131"
"Iran (Islamic Republic of)","2041","Lower 95 PI","92947.302"
"Iran (Islamic Republic of)","2040","Medium","96518.596"
"Iran (Islamic Republic of)","2040","High","101357.625"
"Iran (Islamic Republic of)","2040","Low","91898.439"
"Iran (Islamic Republic of)","2040","Constant fertility","96806.999"
"Iran (Islamic Republic of)","2040","Instant replacement","101339.945"
"Iran (Islamic Republic of)","2040","Zero migration","97396.446"
"Iran (Islamic Republic of)","2040","Constant mortality","93533.001"
"Iran (Islamic Republic of)","2040","No change","93819.63"
"Iran (Islamic Republic of)","2040","Momentum","99237.398"
"Iran (Islamic Republic of)","2040","Instant replacement zero migration","102256.366"
"Iran (Islamic Republic of)","2040","Median PI","96518.596"
"Iran (Islamic Republic of)","2040","Upper 80 PI","99135.334"
"Iran (Islamic Republic of)","2040","Lower 80 PI","94017.65"
"Iran (Islamic Republic of)","2040","Upper 95 PI","100428.087"
"Iran (Islamic Republic of)","2040","Lower 95 PI","92818.852"
"Iran (Islamic Republic of)","2039","Medium","96203.069"
"Iran (Islamic Republic of)","2039","High","100717.474"
"Iran (Islamic Republic of)","2039","Low","91894.94"
"Iran (Islamic Republic of)","2039","Constant fertility","96469.333"
"Iran (Islamic Republic of)","2039","Instant replacement","100762.534"
"Iran (Islamic Republic of)","2039","Zero migration","97027.363"
"Iran (Islamic Republic of)","2039","Constant mortality","93454.82"
"Iran (Islamic Republic of)","2039","No change","93719.512"
"Iran (Islamic Republic of)","2039","Momentum","98844.048"
"Iran (Islamic Republic of)","2039","Instant replacement zero migration","101621.568"
"Iran (Islamic Republic of)","2039","Median PI","96203.069"
"Iran (Islamic Republic of)","2039","Upper 80 PI","98654.044"
"Iran (Islamic Republic of)","2039","Lower 80 PI","93830.016"
"Iran (Islamic Republic of)","2039","Upper 95 PI","99851.915"
"Iran (Islamic Republic of)","2039","Lower 95 PI","92725.557"
"Iran (Islamic Republic of)","2038","Medium","95879.769"
"Iran (Islamic Republic of)","2038","High","100063.198"
"Iran (Islamic Republic of)","2038","Low","91880.351"
"Iran (Islamic Republic of)","2038","Constant fertility","96119.101"
"Iran (Islamic Republic of)","2038","Instant replacement","100181.387"
"Iran (Islamic Republic of)","2038","Zero migration","96650.966"
"Iran (Islamic Republic of)","2038","Constant mortality","93360.531"
"Iran (Islamic Republic of)","2038","No change","93598.519"
"Iran (Islamic Republic of)","2038","Momentum","98438.841"
"Iran (Islamic Republic of)","2038","Instant replacement zero migration","100983.647"
"Iran (Islamic Republic of)","2038","Median PI","95879.769"
"Iran (Islamic Republic of)","2038","Upper 80 PI","98171.787"
"Iran (Islamic Republic of)","2038","Lower 80 PI","93662.084"
"Iran (Islamic Republic of)","2038","Upper 95 PI","99315.477"
"Iran (Islamic Republic of)","2038","Lower 95 PI","92676.6"
"Iran (Islamic Republic of)","2037","Medium","95548.456"
"Iran (Islamic Republic of)","2037","High","99397.357"
"Iran (Islamic Republic of)","2037","Low","91854.86"
"Iran (Islamic Republic of)","2037","Constant fertility","95757.762"
"Iran (Islamic Republic of)","2037","Instant replacement","99595.052"
"Iran (Islamic Republic of)","2037","Zero migration","96267.091"
"Iran (Islamic Republic of)","2037","Constant mortality","93249.886"
"Iran (Islamic Republic of)","2037","No change","93458.079"
"Iran (Islamic Republic of)","2037","Momentum","98020.424"
"Iran (Islamic Republic of)","2037","Instant replacement zero migration","100341.224"
"Iran (Islamic Republic of)","2037","Median PI","95548.456"
"Iran (Islamic Republic of)","2037","Upper 80 PI","97657.755"
"Iran (Islamic Republic of)","2037","Lower 80 PI","93496.854"
"Iran (Islamic Republic of)","2037","Upper 95 PI","98733.598"
"Iran (Islamic Republic of)","2037","Lower 95 PI","92581.237"
"Iran (Islamic Republic of)","2036","Medium","95209.476"
"Iran (Islamic Republic of)","2036","High","98723.739"
"Iran (Islamic Republic of)","2036","Low","91819.182"
"Iran (Islamic Republic of)","2036","Constant fertility","95386.711"
"Iran (Islamic Republic of)","2036","Instant replacement","99002.318"
"Iran (Islamic Republic of)","2036","Zero migration","95876.136"
"Iran (Islamic Republic of)","2036","Constant mortality","93123.197"
"Iran (Islamic Republic of)","2036","No change","93299.543"
"Iran (Islamic Republic of)","2036","Momentum","97587.67"
"Iran (Islamic Republic of)","2036","Instant replacement zero migration","99693.145"
"Iran (Islamic Republic of)","2036","Median PI","95209.476"
"Iran (Islamic Republic of)","2036","Upper 80 PI","97147.112"
"Iran (Islamic Republic of)","2036","Lower 80 PI","93330.347"
"Iran (Islamic Republic of)","2036","Upper 95 PI","98137.538"
"Iran (Islamic Republic of)","2036","Lower 95 PI","92463.589"
"Iran (Islamic Republic of)","2035","Medium","94861.188"
"Iran (Islamic Republic of)","2035","High","98043.675"
"Iran (Islamic Republic of)","2035","Low","91772.017"
"Iran (Islamic Republic of)","2035","Constant fertility","95007.066"
"Iran (Islamic Republic of)","2035","Instant replacement","98401.99"
"Iran (Islamic Republic of)","2035","Zero migration","95476.495"
"Iran (Islamic Republic of)","2035","Constant mortality","92978.746"
"Iran (Islamic Republic of)","2035","No change","93123.943"
"Iran (Islamic Republic of)","2035","Momentum","97139.375"
"Iran (Islamic Republic of)","2035","Instant replacement zero migration","99038.277"
"Iran (Islamic Republic of)","2035","Median PI","94861.188"
"Iran (Islamic Republic of)","2035","Upper 80 PI","96648.002"
"Iran (Islamic Republic of)","2035","Lower 80 PI","93151.826"
"Iran (Islamic Republic of)","2035","Upper 95 PI","97555.745"
"Iran (Islamic Republic of)","2035","Lower 95 PI","92344.211"
"Iran (Islamic Republic of)","2034","Medium","94501.761"
"Iran (Islamic Republic of)","2034","High","97357.323"
"Iran (Islamic Republic of)","2034","Low","91711.94"
"Iran (Islamic Republic of)","2034","Constant fertility","94619.31"
"Iran (Islamic Republic of)","2034","Instant replacement","97792.671"
"Iran (Islamic Republic of)","2034","Zero migration","95066.377"
"Iran (Islamic Republic of)","2034","Constant mortality","92814.583"
"Iran (Islamic Republic of)","2034","No change","92931.625"
"Iran (Islamic Republic of)","2034","Momentum","96674.117"
"Iran (Islamic Republic of)","2034","Instant replacement zero migration","98375.278"
"Iran (Islamic Republic of)","2034","Median PI","94501.761"
"Iran (Islamic Republic of)","2034","Upper 80 PI","96123.262"
"Iran (Islamic Republic of)","2034","Lower 80 PI","92937.614"
"Iran (Islamic Republic of)","2034","Upper 95 PI","96950.068"
"Iran (Islamic Republic of)","2034","Lower 95 PI","92177.232"
"Iran (Islamic Republic of)","2033","Medium","94130.484"
"Iran (Islamic Republic of)","2033","High","96664.823"
"Iran (Islamic Republic of)","2033","Low","91638.802"
"Iran (Islamic Republic of)","2033","Constant fertility","94222.973"
"Iran (Islamic Republic of)","2033","Instant replacement","97172.374"
"Iran (Islamic Republic of)","2033","Zero migration","94645.122"
"Iran (Islamic Republic of)","2033","Constant mortality","92629.961"
"Iran (Islamic Republic of)","2033","No change","92722.084"
"Iran (Islamic Republic of)","2033","Momentum","96189.962"
"Iran (Islamic Republic of)","2033","Instant replacement zero migration","97702.222"
"Iran (Islamic Republic of)","2033","Median PI","94130.484"
"Iran (Islamic Republic of)","2033","Upper 80 PI","95587.891"
"Iran (Islamic Republic of)","2033","Lower 80 PI","92701.155"
"Iran (Islamic Republic of)","2033","Upper 95 PI","96318.439"
"Iran (Islamic Republic of)","2033","Lower 95 PI","91993.763"
"Iran (Islamic Republic of)","2032","Medium","93745.796"
"Iran (Islamic Republic of)","2032","High","95964.386"
"Iran (Islamic Republic of)","2032","Low","91551.808"
"Iran (Islamic Republic of)","2032","Constant fertility","93816.366"
"Iran (Islamic Republic of)","2032","Instant replacement","96538.037"
"Iran (Islamic Republic of)","2032","Zero migration","94211.207"
"Iran (Islamic Republic of)","2032","Constant mortality","92423.538"
"Iran (Islamic Republic of)","2032","No change","92493.86"
"Iran (Islamic Republic of)","2032","Momentum","95684.114"
"Iran (Islamic Republic of)","2032","Instant replacement zero migration","97016.082"
"Iran (Islamic Republic of)","2032","Median PI","93745.796"
"Iran (Islamic Republic of)","2032","Upper 80 PI","95046.491"
"Iran (Islamic Republic of)","2032","Lower 80 PI","92464.45"
"Iran (Islamic Republic of)","2032","Upper 95 PI","95699.854"
"Iran (Islamic Republic of)","2032","Lower 95 PI","91823.928"
"Iran (Islamic Republic of)","2031","Medium","93343.543"
"Iran (Islamic Republic of)","2031","High","95281.003"
"Iran (Islamic Republic of)","2031","Low","91417.758"
"Iran (Islamic Republic of)","2031","Constant fertility","93396.965"
"Iran (Islamic Republic of)","2031","Instant replacement","95886.246"
"Iran (Islamic Republic of)","2031","Zero migration","93760.503"
"Iran (Islamic Republic of)","2031","Constant mortality","92191.32"
"Iran (Islamic Republic of)","2031","No change","92244.575"
"Iran (Islamic Republic of)","2031","Momentum","95153.366"
"Iran (Islamic Republic of)","2031","Instant replacement zero migration","96313.485"
"Iran (Islamic Republic of)","2031","Median PI","93343.544"
"Iran (Islamic Republic of)","2031","Upper 80 PI","94497.141"
"Iran (Islamic Republic of)","2031","Lower 80 PI","92210.364"
"Iran (Islamic Republic of)","2031","Upper 95 PI","95081.739"
"Iran (Islamic Republic of)","2031","Lower 95 PI","91635.958"
"Iran (Islamic Republic of)","2030","Medium","92921.017"
"Iran (Islamic Republic of)","2030","High","94610.565"
"Iran (Islamic Republic of)","2030","Low","91234.719"
"Iran (Islamic Republic of)","2030","Constant fertility","92961.765"
"Iran (Islamic Republic of)","2030","Instant replacement","95213.497"
"Iran (Islamic Republic of)","2030","Zero migration","93290.338"
"Iran (Islamic Republic of)","2030","Constant mortality","91930.556"
"Iran (Islamic Republic of)","2030","No change","91971.192"
"Iran (Islamic Republic of)","2030","Momentum","94594.224"
"Iran (Islamic Republic of)","2030","Instant replacement zero migration","95590.977"
"Iran (Islamic Republic of)","2030","Median PI","92921.017"
"Iran (Islamic Republic of)","2030","Upper 80 PI","93941.74"
"Iran (Islamic Republic of)","2030","Lower 80 PI","91932.106"
"Iran (Islamic Republic of)","2030","Upper 95 PI","94444.396"
"Iran (Islamic Republic of)","2030","Lower 95 PI","91421.096"
"Iran (Islamic Republic of)","2029","Medium","92475.363"
"Iran (Islamic Republic of)","2029","High","93918.495"
"Iran (Islamic Republic of)","2029","Low","91030.517"
"Iran (Islamic Republic of)","2029","Constant fertility","92506.941"
"Iran (Islamic Republic of)","2029","Instant replacement","94515.65"
"Iran (Islamic Republic of)","2029","Zero migration","92797.887"
"Iran (Islamic Republic of)","2029","Constant mortality","91638.779"
"Iran (Islamic Republic of)","2029","No change","91670.28"
"Iran (Islamic Republic of)","2029","Momentum","94002.977"
"Iran (Islamic Republic of)","2029","Instant replacement zero migration","94844.447"
"Iran (Islamic Republic of)","2029","Median PI","92475.362"
"Iran (Islamic Republic of)","2029","Upper 80 PI","93352.975"
"Iran (Islamic Republic of)","2029","Lower 80 PI","91611.221"
"Iran (Islamic Republic of)","2029","Upper 95 PI","93798.977"
"Iran (Islamic Republic of)","2029","Lower 95 PI","91175.914"
"Iran (Islamic Republic of)","2028","Medium","92005.102"
"Iran (Islamic Republic of)","2028","High","93201.731"
"Iran (Islamic Republic of)","2028","Low","90804.491"
"Iran (Islamic Republic of)","2028","Constant fertility","92028.494"
"Iran (Islamic Republic of)","2028","Instant replacement","93788.583"
"Iran (Islamic Republic of)","2028","Zero migration","92281.696"
"Iran (Islamic Republic of)","2028","Constant mortality","91315.029"
"Iran (Islamic Republic of)","2028","No change","91338.37"
"Iran (Islamic Republic of)","2028","Momentum","93376.064"
"Iran (Islamic Republic of)","2028","Instant replacement zero migration","94069.795"
"Iran (Islamic Republic of)","2028","Median PI","92005.102"
"Iran (Islamic Republic of)","2028","Upper 80 PI","92739.219"
"Iran (Islamic Republic of)","2028","Lower 80 PI","91258.132"
"Iran (Islamic Republic of)","2028","Upper 95 PI","93133.656"
"Iran (Islamic Republic of)","2028","Lower 95 PI","90887.546"
"Iran (Islamic Republic of)","2027","Medium","91506.852"
"Iran (Islamic Republic of)","2027","High","92455.307"
"Iran (Islamic Republic of)","2027","Low","90554.053"
"Iran (Islamic Republic of)","2027","Constant fertility","91522.998"
"Iran (Islamic Republic of)","2027","Instant replacement","93028.885"
"Iran (Islamic Republic of)","2027","Zero migration","91738.398"
"Iran (Islamic Republic of)","2027","Constant mortality","90956.102"
"Iran (Islamic Republic of)","2027","No change","90972.22"
"Iran (Islamic Republic of)","2027","Momentum","92710.289"
"Iran (Islamic Republic of)","2027","Instant replacement zero migration","93263.636"
"Iran (Islamic Republic of)","2027","Median PI","91506.852"
"Iran (Islamic Republic of)","2027","Upper 80 PI","92110.15"
"Iran (Islamic Republic of)","2027","Lower 80 PI","90882.997"
"Iran (Islamic Republic of)","2027","Upper 95 PI","92442.625"
"Iran (Islamic Republic of)","2027","Lower 95 PI","90573.144"
"Iran (Islamic Republic of)","2026","Medium","90976.221"
"Iran (Islamic Republic of)","2026","High","91721.129"
"Iran (Islamic Republic of)","2026","Low","90227.713"
"Iran (Islamic Republic of)","2026","Constant fertility","90987.236"
"Iran (Islamic Republic of)","2026","Instant replacement","92233.347"
"Iran (Islamic Republic of)","2026","Zero migration","91163.617"
"Iran (Islamic Republic of)","2026","Constant mortality","90557.992"
"Iran (Islamic Republic of)","2026","No change","90568.991"
"Iran (Islamic Republic of)","2026","Momentum","92002.848"
"Iran (Islamic Republic of)","2026","Instant replacement zero migration","92422.792"
"Iran (Islamic Republic of)","2026","Median PI","90976.221"
"Iran (Islamic Republic of)","2026","Upper 80 PI","91462.05"
"Iran (Islamic Republic of)","2026","Lower 80 PI","90474.022"
"Iran (Islamic Republic of)","2026","Upper 95 PI","91737.548"
"Iran (Islamic Republic of)","2026","Lower 95 PI","90232.432"
"Iran (Islamic Republic of)","2025","Medium","90410.659"
"Iran (Islamic Republic of)","2025","High","90996.388"
"Iran (Islamic Republic of)","2025","Low","89822.511"
"Iran (Islamic Republic of)","2025","Constant fertility","90418.334"
"Iran (Islamic Republic of)","2025","Instant replacement","91398.997"
"Iran (Islamic Republic of)","2025","Zero migration","90554.815"
"Iran (Islamic Republic of)","2025","Constant mortality","90118.757"
"Iran (Islamic Republic of)","2025","No change","90126.423"
"Iran (Islamic Republic of)","2025","Momentum","91251.385"
"Iran (Islamic Republic of)","2025","Instant replacement zero migration","91544.304"
"Iran (Islamic Republic of)","2025","Median PI","90410.66"
"Iran (Islamic Republic of)","2025","Upper 80 PI","90786.078"
"Iran (Islamic Republic of)","2025","Lower 80 PI","90036.968"
"Iran (Islamic Republic of)","2025","Upper 95 PI","90998.057"
"Iran (Islamic Republic of)","2025","Lower 95 PI","89858.416"
"Iran (Islamic Republic of)","2024","Medium","89809.781"
"Iran (Islamic Republic of)","2024","High","90233.001"
"Iran (Islamic Republic of)","2024","Low","89385.284"
"Iran (Islamic Republic of)","2024","Constant fertility","89814.285"
"Iran (Islamic Republic of)","2024","Instant replacement","90523.607"
"Iran (Islamic Republic of)","2024","Zero migration","89911.621"
"Iran (Islamic Republic of)","2024","Constant mortality","89638.417"
"Iran (Islamic Republic of)","2024","No change","89642.916"
"Iran (Islamic Republic of)","2024","Momentum","90454.103"
"Iran (Islamic Republic of)","2024","Instant replacement zero migration","90625.957"
"Iran (Islamic Republic of)","2024","Median PI","89809.781"
"Iran (Islamic Republic of)","2024","Upper 80 PI","90073.323"
"Iran (Islamic Republic of)","2024","Lower 80 PI","89556.266"
"Iran (Islamic Republic of)","2024","Upper 95 PI","90218.558"
"Iran (Islamic Republic of)","2024","Lower 95 PI","89428.415"
"Iran (Islamic Republic of)","2023","Medium","89172.767"
"Iran (Islamic Republic of)","2023","High","89429.618"
"Iran (Islamic Republic of)","2023","Low","88915.443"
"Iran (Islamic Republic of)","2023","Constant fertility","89173.893"
"Iran (Islamic Republic of)","2023","Instant replacement","89605.652"
"Iran (Islamic Republic of)","2023","Zero migration","89233.222"
"Iran (Islamic Republic of)","2023","Constant mortality","89116.509"
"Iran (Islamic Republic of)","2023","No change","89117.635"
"Iran (Islamic Republic of)","2023","Momentum","89609.845"
"Iran (Islamic Republic of)","2023","Instant replacement zero migration","89666.234"
"Iran (Islamic Republic of)","2023","Median PI","89172.767"
"Iran (Islamic Republic of)","2023","Upper 80 PI","89330.08"
"Iran (Islamic Republic of)","2023","Lower 80 PI","89025.529"
"Iran (Islamic Republic of)","2023","Upper 95 PI","89416.908"
"Iran (Islamic Republic of)","2023","Lower 95 PI","88945.981"
"Iran (Islamic Republic of)","2022","Medium","88550.57"
"Iran (Islamic Republic of)","2022","High","88636.897"
"Iran (Islamic Republic of)","2022","Low","88464.154"
"Iran (Islamic Republic of)","2022","Constant fertility","88550.57"
"Iran (Islamic Republic of)","2022","Instant replacement","88696.254"
"Iran (Islamic Republic of)","2022","Zero migration","88570.569"
"Iran (Islamic Republic of)","2022","Constant mortality","88550.57"
"Iran (Islamic Republic of)","2022","No change","88550.57"
"Iran (Islamic Republic of)","2022","Momentum","88716.254"
"Iran (Islamic Republic of)","2022","Instant replacement zero migration","88716.254"
"Iran (Islamic Republic of)","2022","Median PI","88550.57"
"Iran (Islamic Republic of)","2022","Upper 80 PI","88603.75"
"Iran (Islamic Republic of)","2022","Lower 80 PI","88502.306"
"Iran (Islamic Republic of)","2022","Upper 95 PI","88633.232"
"Iran (Islamic Republic of)","2022","Lower 95 PI","88475.109"
"Iran (Islamic Republic of)","2021","Medium","87923.432"
"Iran (Islamic Republic of)","2020","Medium","87290.193"
"Iran (Islamic Republic of)","2019","Medium","86564.202"
"Iran (Islamic Republic of)","2018","Medium","85617.562"
"Iran (Islamic Republic of)","2017","Medium","84505.076"
"Iran (Islamic Republic of)","2016","Medium","83306.231"
"Iran (Islamic Republic of)","2015","Medium","81790.841"
"Iran (Islamic Republic of)","2014","Medium","79961.672"
"Iran (Islamic Republic of)","2013","Medium","78458.928"
"Iran (Islamic Republic of)","2012","Medium","77324.451"
"Iran (Islamic Republic of)","2011","Medium","76342.971"
"Iran (Islamic Republic of)","2010","Medium","75373.855"
"Iran (Islamic Republic of)","2009","Medium","74322.685"
"Iran (Islamic Republic of)","2008","Medium","73318.394"
"Iran (Islamic Republic of)","2007","Medium","72319.418"
"Iran (Islamic Republic of)","2006","Medium","71275.76"
"Iran (Islamic Republic of)","2005","Medium","70182.594"
"Iran (Islamic Republic of)","2004","Medium","69061.674"
"Iran (Islamic Republic of)","2003","Medium","67954.699"
"Iran (Islamic Republic of)","2002","Medium","67327.117"
"Iran (Islamic Republic of)","2001","Medium","66674.851"
"Iran (Islamic Republic of)","2000","Medium","65544.383"
"Iran (Islamic Republic of)","1999","Medium","64474.745"
"Iran (Islamic Republic of)","1998","Medium","63461.421"
"Iran (Islamic Republic of)","1997","Medium","62480.533"
"Iran (Islamic Republic of)","1996","Medium","61598.378"
"Iran (Islamic Republic of)","1995","Medium","60794.809"
"Iran (Islamic Republic of)","1994","Medium","59985.749"
"Iran (Islamic Republic of)","1993","Medium","59755.43"
"Iran (Islamic Republic of)","1992","Medium","59372.016"
"Iran (Islamic Republic of)","1991","Medium","57990.883"
"Iran (Islamic Republic of)","1990","Medium","55793.629"
"Iran (Islamic Republic of)","1989","Medium","53644.736"
"Iran (Islamic Republic of)","1988","Medium","52111.868"
"Iran (Islamic Republic of)","1987","Medium","50541.49"
"Iran (Islamic Republic of)","1986","Medium","48913.237"
"Iran (Islamic Republic of)","1985","Medium","47266.16"
"Iran (Islamic Republic of)","1984","Medium","45628.402"
"Iran (Islamic Republic of)","1983","Medium","44027.986"
"Iran (Islamic Republic of)","1982","Medium","42500.03"
"Iran (Islamic Republic of)","1981","Medium","40476.251"
"Iran (Islamic Republic of)","1980","Medium","38520.664"
"Iran (Islamic Republic of)","1979","Medium","37205.013"
"Iran (Islamic Republic of)","1978","Medium","35993.661"
"Iran (Islamic Republic of)","1977","Medium","34876.497"
"Iran (Islamic Republic of)","1976","Medium","33841.06"
"Iran (Islamic Republic of)","1975","Medium","32856.976"
"Iran (Islamic Republic of)","1974","Medium","31895.534"
"Iran (Islamic Republic of)","1973","Medium","30981.898"
"Iran (Islamic Republic of)","1972","Medium","30111.574"
"Iran (Islamic Republic of)","1971","Medium","29273.682"
"Iran (Islamic Republic of)","1970","Medium","28449.705"
"Iran (Islamic Republic of)","1969","Medium","27643.685"
"Iran (Islamic Republic of)","1968","Medium","26875.302"
"Iran (Islamic Republic of)","1967","Medium","26133.341"
"Iran (Islamic Republic of)","1966","Medium","25398.7"
"Iran (Islamic Republic of)","1965","Medium","24667.026"
"Iran (Islamic Republic of)","1964","Medium","23948.624"
"Iran (Islamic Republic of)","1963","Medium","23259.094"
"Iran (Islamic Republic of)","1962","Medium","22605.05"
"Iran (Islamic Republic of)","1961","Medium","21983.622"
"Iran (Islamic Republic of)","1960","Medium","21388.806"
"Iran (Islamic Republic of)","1959","Medium","20821.847"
"Iran (Islamic Republic of)","1958","Medium","20295.117"
"Iran (Islamic Republic of)","1957","Medium","19805.912"
"Iran (Islamic Republic of)","1956","Medium","19332.414"
"Iran (Islamic Republic of)","1955","Medium","18873.864"
"Iran (Islamic Republic of)","1954","Medium","18434.881"
"Iran (Islamic Republic of)","1953","Medium","18017.545"
"Iran (Islamic Republic of)","1952","Medium","17614.454"
"Iran (Islamic Republic of)","1951","Medium","17219.627"
"Iran (Islamic Republic of)","1950","Medium","16832.834"

